customer_id,nik,full_name,phone,email,birth_date
C00070,3270569980767763,Ir. Asirwanda Melani,086211506374,ellasitompul@example.com,1975-06-06
C00071,3216522795241823,Pranata Astuti,088458484502,osaputra@example.com,1992-03-25
C00072,3228695561660445,Dr. Faizah Anggriawan,083638509999,saefullahwulan@example.net,2000-04-10
C00073,3290149645803983,Hilda Yulianti,084171708122,gzulkarnain@example.org,2005-03-24
C00074,3247007508995758,"Ratih Simbolon, M.Farm",089630248368,bella72@example.org,1995-10-18
C00075,3297027339994820,Kamila Uwais,087716161589,jelitadongoran@example.com,1996-01-09
C00076,3226375967306968,dr. Kasim Haryanto,083392916807,orahmawati@example.com,1997-08-25
C00077,3235937695105557,Drs. Panca Gunawan,084327821096,nasyiahtirtayasa@example.net,1969-11-18
C00078,3278090965328412,"R. Jinawi Hardiansyah, S.H.",089827109089,kacungsitompul@example.org,1967-07-28
C00079,3285707312301385,Kamila Namaga,089447353754,lprabowo@example.net,1985-06-01
C00080,3203386739011527,"Karja Januar, S.Pd",087703986948,ngunawan@example.net,2004-04-02
C00081,3210433177369657,"Ir. Putri Wibowo, S.E.I",087336950811,jamilwulandari@example.net,1967-10-14
C00082,3244716051535866,Aslijan Maheswara,086048725845,nurainipadma@example.org,1968-10-08
C00083,3274003446621064,"Melinda Handayani, S.Farm",085110668417,purwantosihotang@example.net,1973-02-20
C00084,3258595242862537,"T. Irsad Pudjiastuti, M.Farm",089887896270,wsimbolon@example.net,1974-11-22
C00085,3233949887581073,"Cut Puti Mayasari, M.Farm",082627665495,yani46@example.org,1983-06-22
C00086,3282198150112532,Kayla Simanjuntak,083336903666,voktaviani@example.com,1967-12-25
C00087,3277628513419766,Diana Lailasari,089487343145,suartinipurwanto@example.net,1983-10-19
C00088,3253591637530144,Natalia Maryati,081391416966,npurwanti@example.org,1974-06-15
C00089,3287392041351348,"Dt. Rudi Gunarto, S.T.",083645221971,kairavjanuar@example.com,1974-08-01
C00090,3210909392566046,"Ibun Saptono, S.Gz",084728722586,gabriella08@example.org,1994-04-07
C00091,3221643702645692,R.M. Eka Pradana,088897740967,cpurwanti@example.net,1989-10-29
C00092,3251696822224510,Sarah Fujiati,086782533505,pranawawasita@example.net,1990-01-02
C00093,3240835804832599,Wawan Lestari,088802498619,queen35@example.org,2005-08-09
C00094,3298907553486228,Raisa Uyainah,088406974374,shardiansyah@example.net,1982-12-16
C00095,3207860964319639,Embuh Pradipta,082608810048,cawuk10@example.com,2002-03-02
C00096,3208348051416323,"Nyana Rahimah, S.Kom",081658483130,blaksmiwati@example.com,1996-11-27
C00097,3214808900005790,Ratna Situmorang,085949255027,yuliantiviktor@example.com,2003-01-06
C00098,3232352092036111,"Banawi Permata, S.E.I",085065831578,adriansyahfathonah@example.net,1995-05-07
C00099,3218335988307613,Qori Wastuti,083090525278,drahayu@example.com,2000-10-16
C00100,3245936070768886,Rendy Manullang,089720923339,maimunah84@example.com,1992-02-05
C00101,3207165249726171,"Upik Hassanah, M.Farm",087943785964,vanya50@example.org,1969-03-11
C00102,3219024389090612,"dr. Putu Simbolon, S.Psi",087894893912,ewinarno@example.com,1997-09-10
C00103,3212844107084706,Jamal Utama,087387645948,ivanbudiyanto@example.net,2005-12-23
C00104,3278366879891031,"Dt. Reza Wahyuni, S.E.",088746797807,irawanmanah@example.net,1984-10-31
C00105,3255788484748525,Sutan Pranawa Prakasa,082470679530,palastrinaradi@example.com,1976-03-08
C00106,3238643518690787,"Ratih Mansur, M.TI.",085272548850,kuncaradabukke@example.com,2002-04-01
C00107,3244085760775804,"Balamantri Yuniar, S.Pt",088486634141,cengkalkuswandari@example.org,2005-03-08
C00108,3207599175609430,"Rahmi Sinaga, S.I.Kom",085460184739,purwadi12@example.org,1975-06-15
C00109,3211253388374597,Malika Siregar,088024619723,cici91@example.net,1982-11-30
C00110,3286839619208897,Cakrawangsa Kuswandari,084655998331,usamahprakosa@example.com,1968-07-13
C00111,3239724678921891,Dt. Dipa Hastuti,081570311687,sitoruswardaya@example.org,1968-02-12
C00112,3232415047047994,KH. Prasetyo Prabowo,089763515499,raihan41@example.net,1975-07-26
C00113,3292404787982941,Novi Kuswoyo,083960398043,aprayoga@example.org,1972-09-09
C00114,3258273261274608,"Nilam Yulianti, M.Pd",089283442535,ana80@example.net,1968-10-14
C00115,3267247128939973,"Alika Ramadan, M.Kom.",087659884250,znainggolan@example.org,1976-01-03
C00116,3229777495225440,Reza Winarno,081274951891,astutipia@example.org,1982-06-22
C00117,3233903161984197,Harjasa Sihotang,085768562427,hakimgalur@example.com,2002-08-03
C00118,3269923303245532,"Puti Ellis Mansur, S.E.I",081873694271,dimaz03@example.net,1980-04-25
C00119,3296746784639208,"Niyaga Rahayu, S.Gz",086675650386,nputra@example.net,1966-08-03
C00120,3207408405167035,Dewi Farida,082856041953,mardhiyahusyi@example.com,1981-07-14
C00121,3281847979300522,Dian Andriani,088935024042,teddysimanjuntak@example.net,1969-08-17
C00122,3203408291365895,Karimah Mustofa,083088684997,sabarpertiwi@example.com,1967-07-12
C00123,3229432227100489,"Prasetya Wastuti, S.Pt",081272025104,utamarizki@example.net,1986-03-07
C00124,3200397644676016,Wadi Mayasari,086006150380,hafshahiswahyudi@example.com,2000-01-15
C00125,3253896013855559,Kunthara Habibi,089678424204,kuntharadabukke@example.com,1983-04-06
C00126,3237180479276957,"Prabawa Kuswoyo, S.E.I",085843430148,najmudinindah@example.org,1991-02-20
C00127,3264951815037285,Paramita Pradipta,088794051668,ylazuardi@example.net,1989-05-09
C00128,3266860162787200,Janet Nuraini,082534043287,mulyantoputra@example.org,2001-05-20
C00129,3203604632467517,"Sutan Bagya Firgantoro, S.Kom",087155329918,jasmani36@example.com,2001-11-02
C00130,3248944968369521,"Tina Wibowo, S.Pd",084710767941,suwarnopia@example.com,2007-03-25
C00131,3257730722805148,Ratna Prasetyo,088377722810,atmajawulandari@example.com,1976-09-21
C00132,3283020605371959,"drg. Cayadi Wibisono, S.Ked",084983791965,ifa24@example.net,1972-05-27
C00133,3272151512820245,"Drs. Farhunnisa Uwais, S.Pt",082007106457,kasiyah82@example.com,2006-01-19
C00134,3219342980886890,R.A. Endah Handayani,082558805815,laksitaemong@example.com,1969-06-21
C00135,3271679834568036,"drg. Dalima Budiyanto, S.E.",088149448174,alambanafarida@example.org,1998-05-03
C00136,3248589127789989,Kiandra Pradana,085262798186,vdongoran@example.org,1984-11-18
C00137,3207795136123500,"drg. Warta Tamba, M.M.",087568468660,radenmulyani@example.com,2003-11-29
C00138,3262747571889956,Rahayu Natsir,088554515568,epurwanti@example.org,2008-07-24
C00139,3236377041586748,"R. Indah Simbolon, S.Pd",089349171401,kalim86@example.org,2008-05-23
C00140,3228261310016685,Jaiman Riyanti,084413501204,vivi20@example.net,1996-12-13
C00141,3222307325025154,Slamet Mandala,084723586813,rajatahasta@example.net,1982-08-04
C00142,3241001630265767,Rini Rahayu,085241828420,kairavnasyidah@example.net,1990-05-31
C00143,3290136479464144,"Siti Fujiati, S.Psi",082834636430,mursita13@example.net,1978-02-15
C00144,3208230638492189,Hafshah Nababan,089547807174,dwacana@example.org,1978-11-27
C00145,3206061146942156,Maryadi Habibi,086948604857,zahraramadan@example.net,1978-10-04
C00146,3221970767967868,"Tgk. Tedi Firmansyah, S.Pt",087883211037,cahyadi71@example.com,1969-11-25
C00147,3286196736198257,Elisa Simbolon,084474890460,tanggraini@example.com,1990-09-16
C00148,3210080749331038,"Drs. Amalia Zulkarnain, M.Ak",086977361693,bakianto14@example.com,1998-12-01
C00149,3258192298203917,Prasetyo Agustina,088808685302,iannasyiah@example.com,1979-07-12
C00150,3261526872865973,Vivi Latupono,082751692620,danangnababan@example.net,1970-04-09
C00151,3226724165933598,Puti Gilda Winarsih,086958268921,mustofakawaca@example.net,1980-12-21
C00152,3293776945349686,"R. Kamaria Mustofa, M.Farm",089711870997,vsirait@example.com,1981-10-02
C00153,3258900978824695,Luthfi Mulyani,081826844245,asmiantosaptono@example.com,1978-03-03
C00154,3279306036688542,"R. Taufik Pratama, M.Ak",084763736679,tiara58@example.com,1972-04-22
C00155,3298913880303473,Emin Hastuti,086009350296,timbul58@example.com,1999-07-01
C00156,3268267160065186,Balijan Nashiruddin,081617862485,budiyantohairyanto@example.com,1968-01-24
C00157,3219916924813493,"Pranata Mangunsong, S.Psi",089988971982,yahya02@example.org,1992-05-05
C00158,3276855501840876,"Restu Puspasari, S.Pt",086778374039,pnainggolan@example.org,1969-11-09
C00159,3278202821923526,Rahmat Prayoga,082923664310,karsarahmawati@example.net,1986-12-21
C00160,3248118022548268,Mujur Saputra,087963922320,riyantisakti@example.com,2004-04-29
C00161,3281672945031460,"Asirwada Putra, S.Pt",082452397437,ynurdiyanti@example.com,1970-08-23
C00162,3252572824537467,Pandu Dongoran,081134740559,pranatahardiansyah@example.org,1986-05-08
C00163,3214474600519807,Laswi Saptono,082423504430,tampubolonkacung@example.net,1988-06-12
C00164,3207636069412634,Raisa Latupono,084255645438,rudi22@example.org,1983-12-17
C00165,3222409058491121,"Dt. Latif Saragih, S.Gz",082276103316,rahayujoko@example.net,1976-07-08
C00166,3240173182897365,"Aurora Nababan, M.Kom.",089548221705,manullangfarhunnisa@example.org,1989-08-31
C00167,3259890111027578,Unjani Sudiati,084250173921,prastutidacin@example.net,1994-05-30
C00168,3284482909843054,Yosef Pertiwi,083622239444,farahzulkarnain@example.com,1993-06-29
C00169,3295750530389249,Lalita Riyanti,082741464189,nainggolandodo@example.com,2006-12-14
C00170,3224812465825006,Natalia Utama,089759996820,paris56@example.com,1995-11-02
C00171,3226599196939290,Intan Pranowo,086447404568,kokowibowo@example.com,1999-04-01
C00172,3207561616584451,Daryani Saefullah,088736166915,tami25@example.org,1996-01-20
C00173,3242314484522991,Luthfi Kuswandari,088719582368,kusumolukita@example.com,2003-04-05
C00174,3263910500914130,Anastasia Hakim,087383771073,osihombing@example.com,1997-10-12
C00175,3206943358896724,Kani Wacana,089619714683,radenpermata@example.org,1984-11-04
C00176,3234491276964532,Tgk. Najam Haryanti,089099270335,marsudi22@example.net,1981-02-14
C00177,3292980875390610,Chelsea Permadi,083421979726,raisasetiawan@example.com,1986-12-08
C00178,3248000221124312,Karma Mandasari,083347359297,dwinarno@example.com,2007-01-24
C00179,3243376847592113,"Bagya Dabukke, M.Farm",089786321038,dalimanajmudin@example.org,1991-10-27
C00180,3282810278699221,"Zelaya Najmudin, M.TI.",084155984094,kusumorafid@example.com,1971-11-21
C00181,3232658769124639,Kamaria Usada,084041475435,rajatairsad@example.net,1966-01-19
C00182,3298935526640729,Artawan Simanjuntak,089339960121,qlailasari@example.org,1997-01-19
C00183,3250530254650668,Winda Sudiati,085485628337,rini85@example.com,1977-11-04
C00184,3275116647436110,Darman Safitri,083448195951,wusamah@example.org,1972-11-26
C00185,3295045349850105,R. Warta Usada,082326526577,najmudinvanesa@example.com,1983-05-21
C00186,3217857207605106,"Nova Hardiansyah, S.E.I",084584872089,khandayani@example.org,1990-05-11
C00187,3245356993049868,Rangga Hutapea,089048416586,vanesa73@example.net,2005-05-14
C00188,3265395630555213,Makara Wulandari,084438278195,puspa28@example.net,1970-07-22
C00189,3222537672859505,R. Uli Oktaviani,088359862921,dodowulandari@example.org,1994-12-03
C00190,3212179497889646,Yulia Hutapea,088398326426,najib46@example.org,2005-10-08
C00191,3237363444559057,Kawaca Tampubolon,085636878626,jakakuswandari@example.org,1968-05-08
C00192,3296617650468162,Laras Prastuti,089399057667,kacungsihotang@example.org,1974-09-24
C00193,3257198893236147,dr. Panca Utama,085693544779,hamzah25@example.com,2004-04-21
C00194,3207278802903366,Titi Novitasari,084213178428,jatmiko68@example.com,1989-09-30
C00195,3294300357621473,Ir. Darman Prakasa,089049584572,situmorangabyasa@example.org,2002-05-01
C00196,3297823022014644,"R.M. Eka Januar, M.Ak",089722080381,brahimah@example.com,1981-11-23
C00197,3229102520961076,Gamblang Hakim,087625814848,rahmi06@example.com,1996-10-05
C00198,3244317548225208,"dr. Lasmono Pudjiastuti, S.Pd",089034442720,sakurapudjiastuti@example.com,1984-07-21
C00199,3277833823913605,"Panji Pratama, M.M.",088991280331,niyaga33@example.net,2006-04-16
C00200,3288158799345583,Sutan Ganda Saefullah,087314049059,maya68@example.org,1974-10-17
C00201,3232565245131409,Karma Marpaung,086716821164,padma60@example.com,1967-09-04
C00202,3209000143490887,Bahuraksa Zulaika,082506403109,pardikusumo@example.com,1985-12-07
C00203,3265225323354052,"Dr. Luthfi Nurdiyanti, M.M.",085558082569,epradipta@example.org,2007-08-11
C00204,3246088603301267,"Hj. Karen Hassanah, S.Ked",085181847034,dasa84@example.org,1999-09-13
C00205,3230513881084137,"R.M. Usman Andriani, S.Gz",086532066885,balasitompul@example.com,2001-10-18
C00206,3238297041847486,Tami Pradana,089172000983,lmardhiyah@example.com,1970-02-11
C00207,3204301633502399,Cahyono Mangunsong,082810144269,karma30@example.com,1979-02-10
C00208,3216529948135349,Clara Samosir,088298927494,bagiyasantoso@example.net,2000-10-18
C00209,3264986477829125,"Unjani Suartini, S.Ked",086584129451,rwinarsih@example.org,1985-03-14
C00210,3283808127206640,dr. Kezia Purnawati,082343078308,darmantomaryati@example.org,1968-01-19
C00211,3279148416914692,R. Zulaikha Wacana,083615504379,lembahprakasa@example.net,1983-05-10
C00212,3252077373966551,"Drs. Teguh Haryanto, M.Pd",088711950268,pradanatirta@example.com,2007-05-13
C00213,3275529908639532,Puput Habibi,089470055689,dgunawan@example.com,1967-11-12
C00214,3208568755623274,Lega Widodo,089132689967,purwantijuli@example.org,1992-03-15
C00215,3234660577449689,Gangsa Laksmiwati,085751331549,cawisadi42@example.net,1999-05-15
C00216,3277856335385257,Lintang Sihombing,089228798218,hardi68@example.com,1993-05-03
C00217,3243608616630571,"Tgk. Febi Nashiruddin, S.Pt",087045498220,jindra41@example.net,1975-05-01
C00218,3275306939697407,Yuni Nashiruddin,089398992297,dina50@example.com,1972-03-06
C00219,3211656002339386,"Kariman Gunarto, S.E.I",083542982815,teguh73@example.com,1979-01-02
C00220,3272466866591397,"T. Banawa Tampubolon, M.TI.",086814577864,gambirasirait@example.com,1976-03-16
C00221,3246368655516962,Hardi Mahendra,088933708891,psitumorang@example.net,1980-06-03
C00222,3298851831841958,Hj. Unjani Susanti,084807470258,kusmawatianastasia@example.org,1978-05-27
C00223,3247211882840243,Marsito Samosir,085772870455,fitriani26@example.com,1994-03-30
C00224,3237591187919059,"Dr. Siti Laksmiwati, S.Ked",088235744370,emongwasita@example.com,1966-07-24
C00225,3222161283738615,Cindy Marpaung,082694418711,bakijan25@example.net,2007-02-19
C00226,3203556671739716,"Harsaya Yolanda, S.Pd",085422113897,wibowoyuni@example.net,2005-03-20
C00227,3263579781326878,Irma Mahendra,087891259212,salimah71@example.com,1975-09-16
C00228,3230349536324460,Mala Pudjiastuti,082168947094,eluh47@example.net,1968-10-10
C00229,3298510022212966,"Indah Kuswoyo, S.Ked",089536490056,plazuardi@example.net,1995-02-26
C00230,3222005500767454,"Prayogo Nababan, S.E.I",083519282276,sprasetyo@example.com,1966-05-19
C00231,3224724585663159,Ganep Fujiati,087889406370,budimansaiful@example.com,2000-03-03
C00232,3284826862566850,"Dt. Hasta Mansur, S.H.",085387434896,prabowousamah@example.net,1971-12-13
C00233,3241995558618099,Hasta Permadi,082605165674,suryatminalar@example.com,1970-07-05
C00234,3272038879874133,R. Kuncara Halim,087010657030,rahmi44@example.net,1993-04-15
C00235,3298642198885483,Olivia Melani,084818861825,martakawidiastuti@example.com,1970-09-22
C00236,3245533692405236,"Karman Anggriawan, S.T.",083838655589,putri51@example.com,1984-03-09
C00237,3233821185796372,Baktianto Rahmawati,083428531460,kaniasinaga@example.net,2004-02-16
C00238,3277923932710882,Sari Wulandari,085371567050,purnawatihartaka@example.net,2003-12-04
C00239,3256803588546678,"Paramita Puspita, S.Kom",082085080184,janetsaputra@example.com,1994-10-04
C00240,3224971027869708,"Victoria Wijayanti, S.H.",085342601201,lasmanto36@example.org,1976-12-25
C00241,3247337041151040,"Dr. Indah Prastuti, S.Psi",082865467187,iswahyudifaizah@example.org,1973-07-15
C00242,3292332892963047,"Drs. Kardi Sitorus, M.Pd",089433341656,megantarabella@example.com,1972-12-27
C00243,3281966114614432,dr. Rangga Nugroho,081525828484,gpermata@example.org,1977-06-25
C00244,3218818022723359,Asirwada Saragih,081116424963,nrima59@example.org,1969-07-24
C00245,3228850748386501,Amalia Purnawati,087796455458,gadingpangestu@example.com,1997-05-04
C00246,3202005010617687,"Dr. Maya Nugroho, M.Kom.",086407418612,malik62@example.org,2003-09-29
C00247,3244976296395729,Nurul Nababan,089693789549,wahyudinmarsito@example.org,1977-06-12
C00248,3211152952569528,Aisyah Kuswoyo,087349673749,blatupono@example.net,2002-02-05
C00249,3259804213308472,Samiah Pudjiastuti,087747773615,oktavianidian@example.net,1986-11-16
C00250,3244803630952285,Luluh Najmudin,082633529382,ksitumorang@example.net,1978-05-25
C00251,3294405472156514,"Rachel Permata, S.H.",084784677896,najwa47@example.org,1972-06-27
C00252,3214330355209529,Gina Lazuardi,084359796170,santosokarja@example.com,1995-06-25
C00253,3272205150453590,Ida Mahendra,085329777781,lega76@example.com,1970-03-28
C00254,3250422689137293,Salimah Winarsih,083940716803,yosefusada@example.com,1985-08-03
C00255,3220080393019827,Gabriella Sihombing,088454902654,wastutijarwadi@example.net,1999-06-13
C00256,3273350954960613,Marsito Prakasa,086691764631,eja07@example.org,1976-04-02
C00257,3205407594431057,Wani Ramadan,088628159376,dalimamaulana@example.org,1987-10-23
C00258,3285458784069099,Mujur Widiastuti,086914507551,artawan41@example.net,1992-01-24
C00259,3214732502780106,drg. Ira Prakasa,089133893384,bfirmansyah@example.net,1988-03-19
C00260,3211422046894640,Putri Megantara,089886655897,puti20@example.net,1991-03-12
C00261,3221485727528155,Darimin Kuswoyo,085572766024,keisha19@example.com,1973-01-11
C00262,3287152162313230,Irma Kuswoyo,083746022702,xprasetya@example.net,1985-01-03
C00263,3200585452328008,Edward Safitri,087652711886,lgunarto@example.com,1980-02-07
C00264,3220526441294560,"Mariadi Mangunsong, S.IP",086986494891,sidiqbudiman@example.net,1998-03-13
C00265,3259676672446037,Elma Mustofa,082696128886,vwijaya@example.org,1970-05-30
C00266,3252755853535863,"Cinthia Nababan, M.Pd",085952626056,marbunputri@example.org,1987-05-19
C00267,3229586814550934,Digdaya Usada,084543857228,danangfarida@example.org,1978-01-18
C00268,3298121833287711,KH. Raditya Suwarno,084459238721,limanpermadi@example.org,1966-03-07
C00269,3255188531499004,Najwa Suartini,083967062705,putripurnawati@example.net,1985-05-03
C00270,3264050297299606,Syahrini Dongoran,086928004185,vinopermata@example.com,1969-11-14
C00271,3224516569193851,"Ulva Jailani, S.Kom",081351519889,asmuni38@example.org,1976-09-05
C00272,3225587699114306,Among Jailani,085454235660,imulyani@example.net,2007-02-06
C00273,3206295792523872,Michelle Gunawan,084711852602,csuwarno@example.org,1984-02-23
C00274,3247620803236245,"Dr. Vivi Saefullah, S.Pd",085981900542,warsitaadriansyah@example.org,1999-02-03
C00275,3216986127121776,Dalima Pertiwi,089762434383,akarsana82@example.net,2003-10-01
C00276,3255958671562260,"Rika Wijaya, M.Kom.",084995257837,shaniasuryatmi@example.org,2002-03-13
C00277,3250487433735665,H. Reza Pratama,084600102775,taufan67@example.org,1966-01-21
C00278,3298674644949573,Drs. Jane Jailani,085768819153,hastutilatif@example.com,1977-04-29
C00279,3236937531740363,"drg. Cinthia Pratiwi, S.Ked",084606915053,bmaryadi@example.net,1978-06-19
C00280,3286995643465301,Umi Saptono,081633886333,kusuma45@example.com,1972-06-20
C00281,3236385894699732,Okto Waskita,088378403337,digdaya22@example.net,1969-03-13
C00282,3259146436183332,Mila Manullang,086733483960,jayamangunsong@example.com,1974-01-25
C00283,3280251410272251,"Elma Fujiati, M.Ak",084728352197,jefrimegantara@example.org,1978-12-27
C00284,3268941894337140,Adiarja Halim,084567545845,isihotang@example.org,1990-01-29
C00285,3248371215464186,Kenes Hartati,086047377739,sihombingrosman@example.net,1999-05-11
C00286,3289731169621887,Hilda Uyainah,088092242075,utamihalima@example.net,1969-07-05
C00287,3260730901435153,Harjo Wahyudin,087683164211,samsulsihombing@example.com,1971-01-12
C00288,3251438138501614,Candra Pratama,082747059315,cahyatampubolon@example.net,1992-07-21
C00289,3271465068091704,Mulya Tamba,088620968567,lestariadhiarja@example.com,1973-07-08
C00290,3241670736180525,"R.A. Titin Wacana, S.Psi",084281324761,tiarautami@example.org,2000-06-28
C00291,3274666122451564,Rina Wacana,086908643801,rangga77@example.com,1969-07-20
C00292,3231087472792432,Luis Samosir,082828437474,satyamegantara@example.com,1974-03-25
C00293,3269752849828290,Restu Yulianti,085410306226,karimah37@example.net,2000-04-03
C00294,3234543053992487,Siska Winarno,088327033757,ctamba@example.org,1970-12-12
C00295,3219730295074644,Drs. Yahya Sihombing,081682941187,latuponosepti@example.net,1985-09-20
C00296,3232705588630121,Irwan Iswahyudi,084160737811,ganjaranhidayanto@example.com,1990-08-11
C00297,3209902273524425,"Ajimin Haryanti, S.T.",087717275594,ypuspasari@example.net,1968-04-22
C00298,3245822278565223,Wira Wahyuni,086997479137,wyolanda@example.org,1973-05-06
